date,blood_type,demand
2021-07-19,ab,28
2021-07-19,b,117
2021-07-19,o,228
2021-07-20,a,53
2021-07-20,ab,11
2021-07-20,b,46
2021-07-20,o,126
2021-07-21,a,214
2021-07-21,ab,39
2021-07-21,b,149
2021-07-21,o,339
2021-07-22,a,328
2021-07-22,ab,88
2021-07-22,b,367
2021-07-22,o,696
2021-07-23,a,190
2021-07-23,ab,55
2021-07-23,b,229
2021-07-23,o,474
2021-07-24,a,283
2021-07-24,ab,99
2021-07-24,b,360
2021-07-24,o,692
2021-07-25,a,319
2021-07-25,ab,72
2021-07-25,b,359
2021-07-25,o,821
2021-07-26,a,145
2021-07-26,ab,49
2021-07-26,b,157
2021-07-26,o,387
2021-07-27,a,230
2021-07-27,ab,44
2021-07-27,b,224
2021-07-27,o,416
2021-07-28,a,225
2021-07-28,ab,76
2021-07-28,b,253
2021-07-28,o,575
2021-07-29,a,304
2021-07-29,ab,81
2021-07-29,b,242
2021-07-29,o,543
2021-07-30,a,236
2021-07-30,ab,68
2021-07-30,b,250
2021-07-30,o,457
2021-07-31,a,323
2021-07-31,ab,68
2021-07-31,b,338
2021-07-31,o,643
2021-08-01,a,347
2021-08-01,ab,96
2021-08-01,b,362
2021-08-01,o,739
2021-08-02,a,206
2021-08-02,ab,74
2021-08-02,b,258
2021-08-02,o,460
2021-08-03,a,235
2021-08-03,ab,61
2021-08-03,b,204
2021-08-03,o,487
2021-08-04,a,251
2021-08-04,ab,88
2021-08-04,b,278
2021-08-04,o,565
2021-08-05,a,273
2021-08-05,ab,86
2021-08-05,b,303
2021-08-05,o,505
2021-08-06,a,334
2021-08-06,ab,87
2021-08-06,b,347
2021-08-06,o,604
2021-08-07,a,286
2021-08-07,ab,83
2021-08-07,b,364
2021-08-07,o,634
2021-08-08,a,417
2021-08-08,ab,109
2021-08-08,b,463
2021-08-08,o,661
2021-08-09,a,160
2021-08-09,ab,54
2021-08-09,b,193
2021-08-09,o,444
2021-08-10,a,481
2021-08-10,ab,86
2021-08-10,b,330
2021-08-10,o,716
2021-08-11,a,196
2021-08-11,ab,47
2021-08-11,b,193
2021-08-11,o,416
2021-08-12,a,196
2021-08-12,ab,57
2021-08-12,b,220
2021-08-12,o,480
2021-08-13,a,232
2021-08-13,ab,74
2021-08-13,b,240
2021-08-13,o,477
2021-08-14,a,395
2021-08-14,ab,103
2021-08-14,b,362
2021-08-14,o,757
2021-08-15,a,382
2021-08-15,ab,114
2021-08-15,b,481
2021-08-15,o,816
2021-08-16,a,168
2021-08-16,ab,52
2021-08-16,b,304
2021-08-16,o,365
2021-08-17,a,166
2021-08-17,ab,63
2021-08-17,b,206
2021-08-17,o,464
2021-08-18,a,186
2021-08-18,ab,71
2021-08-18,b,258
2021-08-18,o,454
2021-08-19,a,336
2021-08-19,ab,85
2021-08-19,b,298
2021-08-19,o,625
2021-08-20,a,194
2021-08-20,ab,55
2021-08-20,b,208
2021-08-20,o,430
2021-08-21,a,405
2021-08-21,ab,143
2021-08-21,b,404
2021-08-21,o,943
2021-08-22,a,391
2021-08-22,ab,125
2021-08-22,b,467
2021-08-22,o,958
2021-08-23,a,183
2021-08-23,ab,53
2021-08-23,b,266
2021-08-23,o,421
2021-08-24,a,222
2021-08-24,ab,88
2021-08-24,b,292
2021-08-24,o,482
2021-08-25,a,276
2021-08-25,ab,67
2021-08-25,b,327
2021-08-25,o,578
2021-08-26,a,278
2021-08-26,ab,112
2021-08-26,b,318
2021-08-26,o,680
2021-08-27,a,232
2021-08-27,ab,151
2021-08-27,b,292
2021-08-27,o,588
2021-08-28,a,326
2021-08-28,ab,110
2021-08-28,b,413
2021-08-28,o,866
2021-08-29,a,522
2021-08-29,ab,159
2021-08-29,b,641
2021-08-29,o,1162
2021-08-30,a,338
2021-08-30,ab,100
2021-08-30,b,359
2021-08-30,o,721
2021-08-31,a,678
2021-08-31,ab,192
2021-08-31,b,1501
2021-08-31,o,1382
2021-09-01,a,305
2021-09-01,ab,114
2021-09-01,b,349
2021-09-01,o,567
2021-09-02,a,259
2021-09-02,ab,101
2021-09-02,b,414
2021-09-02,o,664
2021-09-03,a,189
2021-09-03,ab,74
2021-09-03,b,212
2021-09-03,o,390
2021-09-04,a,412
2021-09-04,ab,107
2021-09-04,b,443
2021-09-04,o,631
2021-09-05,a,382
2021-09-05,ab,113
2021-09-05,b,444
2021-09-05,o,910
2021-09-06,a,170
2021-09-06,ab,52
2021-09-06,b,209
2021-09-06,o,396
2021-09-07,a,252
2021-09-07,ab,83
2021-09-07,b,275
2021-09-07,o,429
2021-09-08,a,255
2021-09-08,ab,79
2021-09-08,b,357
2021-09-08,o,605
2021-09-09,a,228
2021-09-09,ab,78
2021-09-09,b,443
2021-09-09,o,458
2021-09-10,a,198
2021-09-10,ab,69
2021-09-10,b,224
2021-09-10,o,401
2021-09-11,a,359
2021-09-11,ab,119
2021-09-11,b,513
2021-09-11,o,820
2021-09-12,a,453
2021-09-12,ab,146
2021-09-12,b,459
2021-09-12,o,951
2021-09-13,a,158
2021-09-13,ab,67
2021-09-13,b,242
2021-09-13,o,387
2021-09-14,a,249
2021-09-14,ab,77
2021-09-14,b,230
2021-09-14,o,418
2021-09-15,a,300
2021-09-15,ab,103
2021-09-15,b,377
2021-09-15,o,598
2021-09-16,a,623
2021-09-16,ab,236
2021-09-16,b,841
2021-09-16,o,1423
2021-09-17,a,202
2021-09-17,ab,66
2021-09-17,b,248
2021-09-17,o,413
2021-09-18,a,325
2021-09-18,ab,125
2021-09-18,b,410
2021-09-18,o,755
2021-09-19,a,449
2021-09-19,ab,132
2021-09-19,b,565
2021-09-19,o,939
2021-09-20,a,154
2021-09-20,ab,72
2021-09-20,b,224
2021-09-20,o,384
2021-09-21,a,327
2021-09-21,ab,71
2021-09-21,b,280
2021-09-21,o,403
2021-09-22,a,224
2021-09-22,ab,72
2021-09-22,b,303
2021-09-22,o,493
2021-09-23,a,279
2021-09-23,ab,70
2021-09-23,b,335
2021-09-23,o,587
2021-09-24,a,169
2021-09-24,ab,59
2021-09-24,b,244
2021-09-24,o,352
2021-09-25,a,293
2021-09-25,ab,126
2021-09-25,b,370
2021-09-25,o,581
2021-09-26,a,459
2021-09-26,ab,112
2021-09-26,b,515
2021-09-26,o,894
2021-09-27,a,148
2021-09-27,ab,33
2021-09-27,b,278
2021-09-27,o,324
2021-09-28,a,245
2021-09-28,ab,115
2021-09-28,b,342
2021-09-28,o,484
2021-09-29,a,336
2021-09-29,ab,96
2021-09-29,b,443
2021-09-29,o,654
2021-09-30,a,254
2021-09-30,ab,73
2021-09-30,b,313
2021-09-30,o,688
2021-10-01,a,175
2021-10-01,ab,50
2021-10-01,b,232
2021-10-01,o,342
2021-10-02,a,318
2021-10-02,ab,77
2021-10-02,b,428
2021-10-02,o,597
2021-10-03,a,433
2021-10-03,ab,122
2021-10-03,b,602
2021-10-03,o,965
2021-10-04,a,162
2021-10-04,ab,30
2021-10-04,b,163
2021-10-04,o,304
2021-10-05,a,169
2021-10-05,ab,68
2021-10-05,b,239
2021-10-05,o,332
2021-10-06,a,209
2021-10-06,ab,63
2021-10-06,b,267
2021-10-06,o,404
2021-10-07,a,183
2021-10-07,ab,74
2021-10-07,b,292
2021-10-07,o,441
2021-10-08,a,127
2021-10-08,ab,44
2021-10-08,b,255
2021-10-08,o,343
2021-10-09,a,359
2021-10-09,ab,91
2021-10-09,b,853
2021-10-09,o,647
2021-10-10,a,441
2021-10-10,ab,110
2021-10-10,b,559
2021-10-10,o,914
2021-10-11,a,153
2021-10-11,ab,37
2021-10-11,b,244
2021-10-11,o,290
2021-10-12,a,217
2021-10-12,ab,62
2021-10-12,b,353
2021-10-12,o,446
2021-10-13,a,279
2021-10-13,ab,82
2021-10-13,b,398
2021-10-13,o,538
2021-10-14,a,273
2021-10-14,ab,67
2021-10-14,b,383
2021-10-14,o,544
2021-10-15,a,174
2021-10-15,ab,35
2021-10-15,b,372
2021-10-15,o,310
2021-10-16,a,262
2021-10-16,ab,85
2021-10-16,b,409
2021-10-16,o,438
2021-10-17,a,371
2021-10-17,ab,149
2021-10-17,b,523
2021-10-17,o,682
2021-10-18,a,186
2021-10-18,ab,45
2021-10-18,b,238
2021-10-18,o,299
2021-10-19,a,479
2021-10-19,ab,95
2021-10-19,b,462
2021-10-19,o,731
2021-10-20,a,191
2021-10-20,ab,56
2021-10-20,b,257
2021-10-20,o,356
2021-10-21,a,201
2021-10-21,ab,67
2021-10-21,b,316
2021-10-21,o,462
2021-10-22,a,154
2021-10-22,ab,83
2021-10-22,b,244
2021-10-22,o,271
2021-10-23,a,248
2021-10-23,ab,73
2021-10-23,b,348
2021-10-23,o,565
2021-10-24,a,398
2021-10-24,ab,140
2021-10-24,b,644
2021-10-24,o,1099
2021-10-25,a,134
2021-10-25,ab,46
2021-10-25,b,148
2021-10-25,o,233
2021-10-26,a,165
2021-10-26,ab,56
2021-10-26,b,220
2021-10-26,o,287
2021-10-27,a,590
2021-10-27,ab,68
2021-10-27,b,690
2021-10-27,o,534
2021-10-28,a,353
2021-10-28,ab,85
2021-10-28,b,335
2021-10-28,o,473
2021-10-29,a,232
2021-10-29,ab,76
2021-10-29,b,348
2021-10-29,o,416
2021-10-30,a,315
2021-10-30,ab,71
2021-10-30,b,412
2021-10-30,o,537
2021-10-31,a,412
2021-10-31,ab,129
2021-10-31,b,560
2021-10-31,o,788
2021-11-01,a,177
2021-11-01,ab,62
2021-11-01,b,272
2021-11-01,o,372
2021-11-02,a,317
2021-11-02,ab,144
2021-11-02,b,336
2021-11-02,o,410
2021-11-03,a,233
2021-11-03,ab,90
2021-11-03,b,351
2021-11-03,o,463
2021-11-04,a,470
2021-11-04,ab,234
2021-11-04,b,506
2021-11-04,o,1681
2021-11-05,a,175
2021-11-05,ab,73
2021-11-05,b,293
2021-11-05,o,318
2021-11-06,a,284
2021-11-06,ab,86
2021-11-06,b,479
2021-11-06,o,515
2021-11-07,a,502
2021-11-07,ab,127
2021-11-07,b,571
2021-11-07,o,788
2021-11-08,a,147
2021-11-08,ab,44
2021-11-08,b,221
2021-11-08,o,251
2021-11-09,a,225
2021-11-09,ab,55
2021-11-09,b,330
2021-11-09,o,450
2021-11-10,a,244
2021-11-10,ab,98
2021-11-10,b,391
2021-11-10,o,516
2021-11-11,a,312
2021-11-11,ab,152
2021-11-11,b,624
2021-11-11,o,850
2021-11-12,a,161
2021-11-12,ab,55
2021-11-12,b,263
2021-11-12,o,358
2021-11-13,a,457
2021-11-13,ab,146
2021-11-13,b,473
2021-11-13,o,770
2021-11-14,a,539
2021-11-14,ab,155
2021-11-14,b,648
2021-11-14,o,1022
2021-11-15,a,212
2021-11-15,ab,84
2021-11-15,b,273
2021-11-15,o,405
2021-11-16,a,259
2021-11-16,ab,101
2021-11-16,b,363
2021-11-16,o,491
2021-11-17,a,332
2021-11-17,ab,95
2021-11-17,b,462
2021-11-17,o,438
2021-11-18,a,392
2021-11-18,ab,136
2021-11-18,b,563
2021-11-18,o,738
2021-11-19,a,225
2021-11-19,ab,56
2021-11-19,b,340
2021-11-19,o,391
2021-11-20,a,338
2021-11-20,ab,97
2021-11-20,b,501
2021-11-20,o,483
2021-11-21,a,503
2021-11-21,ab,142
2021-11-21,b,646
2021-11-21,o,768
2021-11-22,a,239
2021-11-22,ab,54
2021-11-22,b,333
2021-11-22,o,300
2021-11-23,a,257
2021-11-23,ab,80
2021-11-23,b,316
2021-11-23,o,414
2021-11-24,a,293
2021-11-24,ab,100
2021-11-24,b,384
2021-11-24,o,388
2021-11-25,a,326
2021-11-25,ab,108
2021-11-25,b,458
2021-11-25,o,629
2021-11-26,a,246
2021-11-26,ab,48
2021-11-26,b,242
2021-11-26,o,387
2021-11-27,a,376
2021-11-27,ab,114
2021-11-27,b,423
2021-11-27,o,457
2021-11-28,a,554
2021-11-28,ab,153
2021-11-28,b,630
2021-11-28,o,893
2021-11-29,a,191
2021-11-29,ab,60
2021-11-29,b,275
2021-11-29,o,303
2021-11-30,a,363
2021-11-30,ab,76
2021-11-30,b,346
2021-11-30,o,399
2021-12-01,a,349
2021-12-01,ab,95
2021-12-01,b,469
2021-12-01,o,452
2021-12-02,a,347
2021-12-02,ab,102
2021-12-02,b,434
2021-12-02,o,578
2021-12-03,a,223
2021-12-03,ab,68
2021-12-03,b,245
2021-12-03,o,343
2021-12-04,a,309
2021-12-04,ab,119
2021-12-04,b,492
2021-12-04,o,492
2021-12-05,a,598
2021-12-05,ab,153
2021-12-05,b,662
2021-12-05,o,807
2021-12-06,a,214
2021-12-06,ab,62
2021-12-06,b,321
2021-12-06,o,425
2021-12-07,a,284
2021-12-07,ab,74
2021-12-07,b,412
2021-12-07,o,504
2021-12-08,a,258
2021-12-08,ab,72
2021-12-08,b,354
2021-12-08,o,477
2021-12-09,a,354
2021-12-09,ab,87
2021-12-09,b,502
2021-12-09,o,366
2021-12-10,a,188
2021-12-10,ab,65
2021-12-10,b,332
2021-12-10,o,393
2021-12-11,a,359
2021-12-11,ab,108
2021-12-11,b,439
2021-12-11,o,564
2021-12-12,a,522
2021-12-12,ab,156
2021-12-12,b,804
2021-12-12,o,818
2021-12-13,a,209
2021-12-13,ab,63
2021-12-13,b,396
2021-12-13,o,369
2021-12-14,a,426
2021-12-14,ab,120
2021-12-14,b,450
2021-12-14,o,599
2021-12-15,a,395
2021-12-15,ab,141
2021-12-15,b,533
2021-12-15,o,538
2021-12-16,a,300
2021-12-16,ab,174
2021-12-16,b,687
2021-12-16,o,636
2021-12-17,a,239
2021-12-17,ab,73
2021-12-17,b,312
2021-12-17,o,427
2021-12-18,a,255
2021-12-18,ab,82
2021-12-18,b,370
2021-12-18,o,431
2021-12-19,a,432
2021-12-19,ab,105
2021-12-19,b,509
2021-12-19,o,865
2021-12-20,a,222
2021-12-20,ab,65
2021-12-20,b,317
2021-12-20,o,397
2021-12-21,a,539
2021-12-21,ab,65
2021-12-21,b,449
2021-12-21,o,451
2021-12-22,a,296
2021-12-22,ab,112
2021-12-22,b,341
2021-12-22,o,503
2021-12-23,a,240
2021-12-23,ab,92
2021-12-23,b,423
2021-12-23,o,428
2021-12-24,a,213
2021-12-24,ab,55
2021-12-24,b,360
2021-12-24,o,406
2021-12-25,a,395
2021-12-25,ab,98
2021-12-25,b,528
2021-12-25,o,548
2021-12-26,a,570
2021-12-26,ab,123
2021-12-26,b,624
2021-12-26,o,789
2021-12-27,a,285
2021-12-27,ab,72
2021-12-27,b,350
2021-12-27,o,338
2021-12-28,a,262
2021-12-28,ab,122
2021-12-28,b,409
2021-12-28,o,438
2021-12-29,a,443
2021-12-29,ab,113
2021-12-29,b,632
2021-12-29,o,615
2021-12-30,a,294
2021-12-30,ab,71
2021-12-30,b,352
2021-12-30,o,494
2021-12-31,a,265
2021-12-31,ab,64
2021-12-31,b,369
2021-12-31,o,444
2022-01-01,a,466
2022-01-01,ab,147
2022-01-01,b,675
2022-01-01,o,760
2022-01-02,a,491
2022-01-02,ab,96
2022-01-02,b,562
2022-01-02,o,661
2022-01-03,a,210
2022-01-03,ab,50
2022-01-03,b,235
2022-01-03,o,269
2022-01-04,a,241
2022-01-04,ab,49
2022-01-04,b,280
2022-01-04,o,382
2022-01-05,a,349
2022-01-05,ab,75
2022-01-05,b,442
2022-01-05,o,479
2022-01-06,a,302
2022-01-06,ab,113
2022-01-06,b,377
2022-01-06,o,515
2022-01-07,a,231
2022-01-07,ab,42
2022-01-07,b,282
2022-01-07,o,357
2022-01-08,a,402
2022-01-08,ab,86
2022-01-08,b,555
2022-01-08,o,557
2022-01-09,a,615
2022-01-09,ab,93
2022-01-09,b,661
2022-01-09,o,860
2022-01-10,a,195
2022-01-10,ab,43
2022-01-10,b,272
2022-01-10,o,325
2022-01-11,a,219
2022-01-11,ab,40
2022-01-11,b,292
2022-01-11,o,351
2022-01-12,a,316
2022-01-12,ab,61
2022-01-12,b,331
2022-01-12,o,417
2022-01-13,a,503
2022-01-13,ab,75
2022-01-13,b,432
2022-01-13,o,497
2022-01-14,a,320
2022-01-14,ab,56
2022-01-14,b,349
2022-01-14,o,424
2022-01-15,a,459
2022-01-15,ab,95
2022-01-15,b,467
2022-01-15,o,549
2022-01-16,a,520
2022-01-16,ab,108
2022-01-16,b,584
2022-01-16,o,828
2022-01-17,a,246
2022-01-17,ab,47
2022-01-17,b,271
2022-01-17,o,630
2022-01-18,a,452
2022-01-18,ab,77
2022-01-18,b,565
2022-01-18,o,590
2022-01-19,a,267
2022-01-19,ab,68
2022-01-19,b,340
2022-01-19,o,361
2022-01-20,a,287
2022-01-20,ab,84
2022-01-20,b,398
2022-01-20,o,598
2022-01-21,a,268
2022-01-21,ab,47
2022-01-21,b,334
2022-01-21,o,327
2022-01-22,a,519
2022-01-22,ab,82
2022-01-22,b,897
2022-01-22,o,625
2022-01-23,a,469
2022-01-23,ab,75
2022-01-23,b,548
2022-01-23,o,869
2022-01-24,a,434
2022-01-24,ab,75
2022-01-24,b,399
2022-01-24,o,401
2022-01-25,a,355
2022-01-25,ab,77
2022-01-25,b,521
2022-01-25,o,527
2022-01-26,a,398
2022-01-26,ab,78
2022-01-26,b,414
2022-01-26,o,522
2022-01-27,a,391
2022-01-27,ab,74
2022-01-27,b,509
2022-01-27,o,719
2022-01-28,a,254
2022-01-28,ab,65
2022-01-28,b,246
2022-01-28,o,303
2022-01-29,a,386
2022-01-29,ab,82
2022-01-29,b,467
2022-01-29,o,531
2022-01-30,a,372
2022-01-30,ab,104
2022-01-30,b,460
2022-01-30,o,594
2022-01-31,a,266
2022-01-31,ab,63
2022-01-31,b,332
2022-01-31,o,365
2022-02-01,a,300
2022-02-01,ab,56
2022-02-01,b,374
2022-02-01,o,330
2022-02-02,a,347
2022-02-02,ab,64
2022-02-02,b,371
2022-02-02,o,503
2022-02-03,a,263
2022-02-03,ab,68
2022-02-03,b,381
2022-02-03,o,465
2022-02-04,a,263
2022-02-04,ab,50
2022-02-04,b,280
2022-02-04,o,370
2022-02-05,a,443
2022-02-05,ab,78
2022-02-05,b,493
2022-02-05,o,569
2022-02-06,a,455
2022-02-06,ab,79
2022-02-06,b,533
2022-02-06,o,619
2022-02-07,a,245
2022-02-07,ab,41
2022-02-07,b,328
2022-02-07,o,404
2022-02-08,a,302
2022-02-08,ab,76
2022-02-08,b,331
2022-02-08,o,509
2022-02-09,a,390
2022-02-09,ab,69
2022-02-09,b,375
2022-02-09,o,470
2022-02-10,a,355
2022-02-10,ab,78
2022-02-10,b,346
2022-02-10,o,476
2022-02-11,a,304
2022-02-11,ab,55
2022-02-11,b,292
2022-02-11,o,423
2022-02-12,a,472
2022-02-12,ab,105
2022-02-12,b,499
2022-02-12,o,703
2022-02-13,a,587
2022-02-13,ab,97
2022-02-13,b,531
2022-02-13,o,871
2022-02-14,a,250
2022-02-14,ab,55
2022-02-14,b,241
2022-02-14,o,336
2022-02-15,a,368
2022-02-15,ab,59
2022-02-15,b,345
2022-02-15,o,470
2022-02-16,a,328
2022-02-16,ab,55
2022-02-16,b,287
2022-02-16,o,431
2022-02-17,a,445
2022-02-17,ab,63
2022-02-17,b,459
2022-02-17,o,497
2022-02-18,a,348
2022-02-18,ab,78
2022-02-18,b,331
2022-02-18,o,306
2022-02-19,a,422
2022-02-19,ab,87
2022-02-19,b,490
2022-02-19,o,670
2022-02-20,a,602
2022-02-20,ab,141
2022-02-20,b,652
2022-02-20,o,945
2022-02-21,a,217
2022-02-21,ab,50
2022-02-21,b,247
2022-02-21,o,297
2022-02-22,a,329
2022-02-22,ab,65
2022-02-22,b,313
2022-02-22,o,466
2022-02-23,a,292
2022-02-23,ab,46
2022-02-23,b,338
2022-02-23,o,345
2022-02-24,a,471
2022-02-24,ab,63
2022-02-24,b,446
2022-02-24,o,531
2022-02-25,a,256
2022-02-25,ab,73
2022-02-25,b,272
2022-02-25,o,338
2022-02-26,a,408
2022-02-26,ab,70
2022-02-26,b,743
2022-02-26,o,519
2022-02-27,a,653
2022-02-27,ab,106
2022-02-27,b,549
2022-02-27,o,1096
2022-02-28,a,250
2022-02-28,ab,50
2022-02-28,b,281
2022-02-28,o,393
2022-03-01,a,306
2022-03-01,ab,48
2022-03-01,b,293
2022-03-01,o,427
2022-03-02,a,315
2022-03-02,ab,45
2022-03-02,b,353
2022-03-02,o,442
2022-03-03,a,325
2022-03-03,ab,36
2022-03-03,b,396
2022-03-03,o,377
2022-03-04,a,249
2022-03-04,ab,87
2022-03-04,b,233
2022-03-04,o,329
2022-03-05,a,463
2022-03-05,ab,91
2022-03-05,b,390
2022-03-05,o,485
2022-03-06,a,490
2022-03-06,ab,109
2022-03-06,b,645
2022-03-06,o,820
2022-03-07,a,221
2022-03-07,ab,40
2022-03-07,b,239
2022-03-07,o,290
2022-03-08,a,274
2022-03-08,ab,41
2022-03-08,b,275
2022-03-08,o,379
2022-03-09,a,334
2022-03-09,ab,81
2022-03-09,b,387
2022-03-09,o,561
2022-03-10,a,465
2022-03-10,ab,70
2022-03-10,b,421
2022-03-10,o,608
2022-03-11,a,276
2022-03-11,ab,47
2022-03-11,b,268
2022-03-11,o,352
2022-03-12,a,399
2022-03-12,ab,67
2022-03-12,b,434
2022-03-12,o,537
2022-03-13,a,601
2022-03-13,ab,103
2022-03-13,b,576
2022-03-13,o,800
2022-03-14,a,232
2022-03-14,ab,35
2022-03-14,b,219
2022-03-14,o,536
2022-03-15,a,437
2022-03-15,ab,71
2022-03-15,b,443
2022-03-15,o,541
2022-03-16,a,463
2022-03-16,ab,72
2022-03-16,b,414
2022-03-16,o,668
2022-03-17,a,368
2022-03-17,ab,54
2022-03-17,b,442
2022-03-17,o,481
2022-03-18,a,239
2022-03-18,ab,65
2022-03-18,b,262
2022-03-18,o,420
2022-03-19,a,513
2022-03-19,ab,84
2022-03-19,b,528
2022-03-19,o,668
2022-03-20,a,831
2022-03-20,ab,123
2022-03-20,b,680
2022-03-20,o,1024
2022-03-21,a,252
2022-03-21,ab,46
2022-03-21,b,332
2022-03-21,o,381
2022-03-22,a,293
2022-03-22,ab,52
2022-03-22,b,303
2022-03-22,o,429
2022-03-23,a,509
2022-03-23,ab,82
2022-03-23,b,522
2022-03-23,o,680
2022-03-24,a,426
2022-03-24,ab,82
2022-03-24,b,404
2022-03-24,o,649
2022-03-25,a,435
2022-03-25,ab,69
2022-03-25,b,478
2022-03-25,o,571
2022-03-26,a,618
2022-03-26,ab,97
2022-03-26,b,554
2022-03-26,o,888
2022-03-27,a,845
2022-03-27,ab,116
2022-03-27,b,863
2022-03-27,o,1127
2022-03-28,a,377
2022-03-28,ab,92
2022-03-28,b,437
2022-03-28,o,695
2022-03-29,a,548
2022-03-29,ab,114
2022-03-29,b,595
2022-03-29,o,930
2022-03-30,a,511
2022-03-30,ab,93
2022-03-30,b,482
2022-03-30,o,772
2022-03-31,a,713
2022-03-31,ab,116
2022-03-31,b,637
2022-03-31,o,1069
2022-04-01,a,453
2022-04-01,ab,69
2022-04-01,b,413
2022-04-01,o,661
2022-04-02,a,608
2022-04-02,ab,89
2022-04-02,b,575
2022-04-02,o,888
2022-04-03,a,462
2022-04-03,ab,61
2022-04-03,b,344
2022-04-03,o,849
2022-04-04,a,168
2022-04-04,ab,25
2022-04-04,b,137
2022-04-04,o,417
2022-04-05,a,210
2022-04-05,ab,42
2022-04-05,b,193
2022-04-05,o,385
2022-04-06,a,235
2022-04-06,ab,47
2022-04-06,b,221
2022-04-06,o,310
2022-04-07,a,244
2022-04-07,ab,38
2022-04-07,b,247
2022-04-07,o,477
2022-04-08,a,251
2022-04-08,ab,47
2022-04-08,b,283
2022-04-08,o,359
2022-04-09,a,399
2022-04-09,ab,64
2022-04-09,b,358
2022-04-09,o,526
2022-04-10,a,670
2022-04-10,ab,89
2022-04-10,b,621
2022-04-10,o,890
2022-04-11,a,165
2022-04-11,ab,28
2022-04-11,b,155
2022-04-11,o,270
2022-04-12,a,281
2022-04-12,ab,38
2022-04-12,b,360
2022-04-12,o,583
2022-04-13,a,285
2022-04-13,ab,64
2022-04-13,b,348
2022-04-13,o,473
2022-04-14,a,324
2022-04-14,ab,66
2022-04-14,b,298
2022-04-14,o,526
2022-04-15,a,316
2022-04-15,ab,70
2022-04-15,b,288
2022-04-15,o,506
2022-04-16,a,464
2022-04-16,ab,58
2022-04-16,b,443
2022-04-16,o,657
2022-04-17,a,640
2022-04-17,ab,113
2022-04-17,b,607
2022-04-17,o,968
2022-04-18,a,234
2022-04-18,ab,37
2022-04-18,b,158
2022-04-18,o,335
2022-04-19,a,366
2022-04-19,ab,56
2022-04-19,b,276
2022-04-19,o,968
2022-04-20,a,234
2022-04-20,ab,47
2022-04-20,b,271
2022-04-20,o,438
2022-04-21,a,260
2022-04-21,ab,53
2022-04-21,b,253
2022-04-21,o,371
2022-04-22,a,250
2022-04-22,ab,39
2022-04-22,b,201
2022-04-22,o,421
2022-04-23,a,428
2022-04-23,ab,61
2022-04-23,b,313
2022-04-23,o,544
2022-04-24,a,648
2022-04-24,ab,98
2022-04-24,b,549
2022-04-24,o,1229
2022-04-25,a,307
2022-04-25,ab,62
2022-04-25,b,271
2022-04-25,o,534
2022-04-26,a,315
2022-04-26,ab,54
2022-04-26,b,327
2022-04-26,o,453
2022-04-27,a,235
2022-04-27,ab,31
2022-04-27,b,225
2022-04-27,o,415
2022-04-28,a,251
2022-04-28,ab,53
2022-04-28,b,195
2022-04-28,o,496
2022-04-29,a,242
2022-04-29,ab,38
2022-04-29,b,219
2022-04-29,o,499
2022-04-30,a,288
2022-04-30,ab,71
2022-04-30,b,278
2022-04-30,o,561
2022-05-01,a,647
2022-05-01,ab,108
2022-05-01,b,521
2022-05-01,o,1073
2022-05-02,a,6
2022-05-02,ab,1
2022-05-02,b,4
2022-05-02,o,6
2022-05-03,a,60
2022-05-03,ab,11
2022-05-03,b,32
2022-05-03,o,71
2022-05-04,a,299
2022-05-04,ab,30
2022-05-04,b,133
2022-05-04,o,270
2022-05-05,a,370
2022-05-05,ab,44
2022-05-05,b,253
2022-05-05,o,591
2022-05-06,a,337
2022-05-06,ab,43
2022-05-06,b,316
2022-05-06,o,559
2022-05-07,a,435
2022-05-07,ab,79
2022-05-07,b,367
2022-05-07,o,710
2022-05-08,a,672
2022-05-08,ab,149
2022-05-08,b,616
2022-05-08,o,1224
2022-05-09,a,273
2022-05-09,ab,49
2022-05-09,b,274
2022-05-09,o,537
2022-05-10,a,362
2022-05-10,ab,97
2022-05-10,b,436
2022-05-10,o,798
2022-05-11,a,383
2022-05-11,ab,66
2022-05-11,b,388
2022-05-11,o,743
2022-05-12,a,486
2022-05-12,ab,108
2022-05-12,b,431
2022-05-12,o,811
2022-05-13,a,298
2022-05-13,ab,42
2022-05-13,b,244
2022-05-13,o,626
2022-05-14,a,484
2022-05-14,ab,95
2022-05-14,b,417
2022-05-14,o,755
2022-05-15,a,793
2022-05-15,ab,162
2022-05-15,b,607
2022-05-15,o,1203
2022-05-16,a,522
2022-05-16,ab,82
2022-05-16,b,438
2022-05-16,o,865
2022-05-17,a,358
2022-05-17,ab,73
2022-05-17,b,350
2022-05-17,o,648
2022-05-18,a,426
2022-05-18,ab,94
2022-05-18,b,320
2022-05-18,o,682
2022-05-19,a,370
2022-05-19,ab,81
2022-05-19,b,494
2022-05-19,o,836
2022-05-20,a,610
2022-05-20,ab,68
2022-05-20,b,301
2022-05-20,o,668
2022-05-21,a,479
2022-05-21,ab,102
2022-05-21,b,482
2022-05-21,o,730
2022-05-22,a,1208
2022-05-22,ab,142
2022-05-22,b,590
2022-05-22,o,1450
2022-05-23,a,374
2022-05-23,ab,53
2022-05-23,b,323
2022-05-23,o,583
2022-05-24,a,503
2022-05-24,ab,79
2022-05-24,b,340
2022-05-24,o,741
2022-05-25,a,393
2022-05-25,ab,99
2022-05-25,b,322
